scenario,team,site,nb_rescues
SCENARIO-97,TEAM-1,SITE-1,5.0
SCENARIO-98,TEAM-1,SITE-1,2.0
SCENARIO-98,TEAM-1,SITE-1,4.0
SCENARIO-98,TEAM-1,SITE-1,4.0
SCENARIO-99,TEAM-1,SITE-1,2.0
SCENARIO-99,TEAM-1,SITE-1,1.0
SCENARIO-99,TEAM-1,SITE-1,4.0
SCENARIO-99,TEAM-1,SITE-1,3.0
SCENARIO-100,TEAM-1,SITE-1,7.0
SCENARIO-100,TEAM-1,SITE-1,3.0
